City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,la passe,45.5549,-0.8967,4.99,61,100,2.44,FR,1701041204
364,mana,5.6592,-53.7767,26.09,85,94,4.29,GF,1701041204
365,ketchikan,55.3422,-131.6461,7.26,93,100,5.66,US,1701041072
366,nuuk,64.1835,-51.7216,-0.66,100,100,9.26,GL,1701041205
367,mugumu,-1.85,34.7,16.01,97,89,0.51,TZ,1701041205
368,labuan,5.2767,115.2417,26.2,89,20,1.54,MY,1701041205
369,rumbek,6.802,29.6912,24.19,81,100,3.19,SS,1701041205
370,conduaga,8.862,117.4893,26.04,82,92,1.22,PH,1701041206
371,terenozek,45.05,64.9833,9.73,40,100,4.96,KZ,1701041206
372,carnarvon,-24.8667,113.6333,22.08,66,70,4.95,AU,1701041206
373,khabarovsk,48.4808,135.0928,-20.11,77,0,4.0,RU,1701041206
374,port alfred,-33.5906,26.891,19.54,97,16,1.57,ZA,1701041207
375,red bluff,40.1785,-122.2358,18.38,19,0,2.06,US,1701041207
376,nova sintra,14.8667,-24.7167,22.06,67,25,6.88,CV,1701041207
377,muli,2.9167,73.5667,27.52,78,58,2.97,MV,1701041207
378,crucecita,-28.95,-58.9833,25.49,72,67,2.6,AR,1701041208
379,trairi,-3.2778,-39.2689,26.87,68,0,5.02,BR,1701041128
380,toliara,-23.35,43.6667,23.39,90,7,2.3,MG,1701041208
381,kabansk,52.0486,106.6528,-14.15,87,41,3.25,RU,1701041208
382,sicuani,-14.2694,-71.2261,13.34,60,54,3.98,PE,1701041208
383,pangkalan brandan,4.0238,98.2782,23.26,96,100,2.3,ID,1701041209
384,genhe,50.7833,121.5167,-20.49,100,100,1.03,CN,1701041209
385,copala,16.65,-98.9833,27.93,74,88,2.16,MX,1701041209
386,erenhot,43.6475,111.9767,-7.84,76,100,4.91,CN,1701041209
387,port augusta,-32.5,137.7667,24.74,38,92,5.52,AU,1701041209
388,rawson,-43.3002,-65.1023,14.12,50,52,6.59,AR,1701041044
389,kujang-up,39.8672,126.0303,1.54,99,100,0.5,KP,1701041210
390,nadym,65.5333,72.5167,-16.39,98,96,3.48,RU,1701041210
391,indi,17.1667,75.9667,23.15,73,67,6.22,IN,1701041210
392,galle,6.0367,80.217,24.67,90,99,2.7,LK,1701041210
393,basco,20.4487,121.9702,25.76,82,50,8.55,PH,1701041211
394,lisala,2.15,21.5167,20.61,91,82,0.49,CD,1701041211
395,aki,33.5,133.9,9.97,82,64,0.73,JP,1701041211
396,laguna,38.421,-121.4238,18.38,31,0,3.6,US,1701041211
397,zeya,53.75,127.2667,-20.94,77,4,2.13,RU,1701041211
398,mukalla,14.5425,49.1242,25.05,68,43,0.48,YE,1701040963
399,east end,34.5507,-92.341,6.94,64,59,0.45,US,1701041212
400,novodvinsk,64.4165,40.8122,-15.68,99,67,1.61,RU,1701041212
401,vuktyl,63.8567,57.3094,-17.72,97,87,1.34,RU,1701041212
402,constitucion,-35.3333,-72.4167,15.63,81,37,2.09,CL,1701041212
403,abha,18.2164,42.5053,12.14,62,0,2.06,SA,1701041084
404,romorantin-lanthenay,47.4167,1.8333,3.27,100,0,0.0,FR,1701041213
405,manta,-0.95,-80.7333,24.88,78,20,5.66,EC,1701041213
406,sumenep,-7.0167,113.8667,27.57,77,89,0.91,ID,1701041213
407,olyokminsk,60.3736,120.4264,-18.0,89,100,5.05,RU,1701041213
408,chegdomyn,51.1167,133.0167,-22.68,95,9,1.16,RU,1701041214
409,manakara,-22.1333,48.0167,22.37,95,1,2.39,MG,1701041214
410,pangani,-5.4333,38.9667,24.19,91,100,2.18,TZ,1701041214
411,ntcheu,-14.8203,34.6359,22.07,51,61,1.93,MW,1701041214
412,fortaleza,-3.7227,-38.5247,28.37,77,40,4.63,BR,1701041100
413,mitu,1.1983,-70.1733,26.33,73,93,0.82,CO,1701041215
414,nevinnomyssk,44.6267,41.9453,7.71,81,100,9.55,RU,1701041215
415,cedeira,43.6797,-8.0209,12.25,78,100,5.58,ES,1701041215
416,karratha,-20.7377,116.8463,25.13,50,0,6.82,AU,1701041215
417,kidal,18.4411,1.4078,22.72,12,24,2.53,ML,1701041215
418,muisne,0.6,-80.0333,25.8,84,80,3.28,EC,1701041216
419,la'ie,21.6477,-157.9253,28.98,73,100,4.02,US,1701041216
420,khamis mushait,18.3064,42.7292,13.58,43,0,2.06,SA,1701041216
421,bayanhongor,46.7167,100.1167,-19.22,84,4,2.29,MN,1701041216
422,otaru,43.1894,141.0022,0.91,83,100,3.91,JP,1701041216
423,hammerfest,70.6634,23.6821,-2.75,68,40,1.54,NO,1701041217
424,larose,29.5724,-90.3818,18.9,82,0,2.06,US,1701041217
425,okha,53.5739,142.9478,-12.73,88,99,12.08,RU,1701041217
426,ola,59.5833,151.2833,-17.14,81,100,5.41,RU,1701041217
427,preston,53.7667,-2.7167,6.62,85,100,2.01,GB,1701041218
428,santa cruz,-17.8,-63.1667,28.03,65,40,4.63,BO,1701041015
429,yaren,-0.5472,166.916,28.74,71,90,1.75,NR,1701041218
430,ocean shores,46.9737,-124.1563,12.23,80,0,6.17,US,1701041005
431,rotorua,-38.1387,176.2452,23.12,34,0,2.77,NZ,1701041218
432,delson,45.3668,-73.5492,4.99,59,100,5.66,CA,1701041219
433,kayangel,8.0823,134.7173,28.89,76,99,7.65,PW,1701041219
434,mammoth lakes,37.6485,-118.9721,4.63,21,0,4.12,US,1701041219
435,balakirevo,56.5059,38.8432,-5.27,94,100,6.78,RU,1701041219
436,porto velho,-8.7619,-63.9039,28.03,74,40,1.54,BR,1701041220
437,barberton,-25.7884,31.0532,21.21,93,1,0.52,ZA,1701041220
438,al musayyib,32.7833,44.2825,17.42,62,0,5.29,IQ,1701041220
439,calvinia,-31.4707,19.776,21.34,30,0,2.0,ZA,1701041220
440,palmer,42.1584,-72.3287,6.07,72,75,0.0,US,1701041221
441,coahuayana de hidalgo,18.7,-103.6583,28.12,63,88,1.85,MX,1701041221
442,pisco,-13.7,-76.2167,21.03,73,0,8.23,PE,1701041221
443,akouda,35.8691,10.5653,11.23,55,0,0.65,TN,1701041221
444,hanchuan,30.65,113.7667,5.06,76,0,1.32,CN,1701041221
445,wanxian,30.8039,108.3897,11.33,89,0,1.41,CN,1701041222
446,jericho,31.8667,35.45,20.92,57,4,6.24,PS,1701041222
447,omarska,44.89,16.8992,-2.34,76,16,1.41,BA,1701041223
448,menongue,-14.6585,17.691,18.58,87,87,1.67,AO,1701041223
449,castillos,-34.1667,-53.8333,17.12,87,3,4.54,UY,1701041223
450,coquimbo,-29.9533,-71.3436,14.85,88,40,4.12,CL,1701041223
451,glace bay,46.1969,-59.957,0.15,82,20,3.09,CA,1701041224
452,nogliki,51.8333,143.1667,-17.03,67,1,9.39,RU,1701041224
453,bontang,0.1333,117.5,24.83,90,92,2.42,ID,1701041224
454,sirjan,29.452,55.6814,9.61,60,0,2.7,IR,1701041224
455,det udom,14.906,105.0784,21.9,88,90,3.85,TH,1701041225
456,el nido,11.1858,119.3956,27.39,80,96,2.98,PH,1701041002
457,lompoc,34.6391,-120.4579,20.99,30,0,3.6,US,1701041225
458,calama,-22.4667,-68.9333,21.27,17,0,11.83,CL,1701041225
459,solnechnyy,50.7214,136.6319,-18.87,88,9,1.36,RU,1701041226
460,korla,41.7597,86.1469,2.41,52,13,1.44,CN,1701041226
461,knurow,50.2197,18.6507,-1.49,85,74,2.73,PL,1701041226
462,coxcatlan,18.2667,-97.15,23.74,69,8,4.46,MX,1701041227
463,trevelin,-43.0858,-71.4639,17.71,73,98,1.89,AR,1701041227
464,kentau,43.5206,68.5094,10.74,24,94,1.24,KZ,1701041227
465,fale old settlement,-9.3852,-171.2468,29.87,74,40,7.46,TK,1701041227
466,alcantara,-2.4089,-44.4147,28.11,86,77,4.32,BR,1701041228
467,acarau,-2.8856,-40.12,26.88,73,28,7.55,BR,1701041228
468,bikenibeu village,1.3673,173.1241,29.98,79,75,2.06,KI,1701041228
469,verkhniy baskunchak,48.2256,46.7217,4.92,87,76,3.25,RU,1701041229
470,lockwood,45.8191,-108.4149,4.03,56,75,7.2,US,1701041229
471,alofi,-19.0595,-169.9187,29.94,70,48,5.66,NU,1701041229
472,kailua-kona,19.6406,-155.9956,27.98,78,20,6.17,US,1701041229
473,sao gabriel da cachoeira,-0.1303,-67.0892,26.45,75,96,0.5,BR,1701041230
474,carauari,-4.8828,-66.8958,27.19,66,90,0.45,BR,1701041230
475,chui,-33.6971,-53.4616,17.4,87,6,4.58,UY,1701041230
476,mek'ele,13.4967,39.4753,14.37,65,10,3.67,ET,1701041230
477,shimoda,34.6667,138.95,13.2,69,0,2.74,JP,1701041231
478,pitoa,9.3833,13.5333,28.96,23,23,0.72,CM,1701041231
479,inhambane,-23.865,35.3833,23.01,88,8,1.98,MZ,1701041231
480,bandirma,40.3522,27.9767,4.01,75,75,3.09,TR,1701041231
481,papao,-17.75,-149.55,29.82,83,54,9.98,PF,1701041232
482,ermoupolis,37.4423,24.9425,11.39,35,18,8.75,GR,1701041232
483,arawa,-6.2132,155.5367,30.22,70,93,1.73,PG,1701041232
484,nyurba,63.2842,118.3319,-16.82,92,100,3.94,RU,1701041232
485,kilindoni,-7.9139,39.6668,26.77,78,48,3.44,TZ,1701041233
486,sanaa,15.3547,44.2067,13.12,48,7,1.62,YE,1701041233
487,longquan,24.6719,102.1613,9.58,92,0,0.77,CN,1701041233
488,xichang,27.8964,102.2634,6.83,84,0,0.69,CN,1701041233
489,nagqu,31.5,92.0,-11.09,52,87,1.25,CN,1701041234
490,carupano,10.6678,-63.2585,25.68,87,8,4.96,VE,1701041234
491,saint-louis,16.3333,-15.0,24.8,14,0,4.58,SN,1701041234
492,severo-yeniseyskiy,60.3725,93.0408,-29.47,99,6,0.93,RU,1701041234
493,grand falls-windsor,48.9332,-55.6649,1.39,74,91,2.49,CA,1701041235
494,impfondo,1.6381,18.0667,21.67,95,82,0.66,CG,1701041235
495,wellington,-41.2866,174.7756,17.81,63,30,7.72,NZ,1701041100
496,lonar,19.9833,76.5333,17.59,94,99,3.89,IN,1701041235
497,khovd,48.0056,91.6419,-7.94,70,9,0.69,MN,1701041235
498,post,33.1909,-101.3782,9.43,22,46,3.63,US,1701041236
499,camocim,-2.9022,-40.8411,26.83,77,10,7.09,BR,1701041236
500,tercan,39.7794,40.3925,3.19,99,100,1.99,TR,1701041236
501,cartagena del chaira,1.3349,-74.8429,24.22,90,69,1.52,CO,1701041236
502,maraba,-5.3686,-49.1178,27.1,83,0,0.0,BR,1701041237
503,armacao de buzios,-22.7469,-41.8817,23.03,77,88,5.45,BR,1701041144
504,cuencame de ceniceros,24.8711,-103.6964,20.29,21,96,3.11,MX,1701041237
505,tamanrasset,22.785,5.5228,10.95,15,0,2.06,DZ,1701041237
506,machico,32.7,-16.7667,19.84,78,20,2.06,PT,1701041238
507,myeik,12.4333,98.6,24.56,81,75,2.32,MM,1701041238
508,colby,39.3958,-101.0524,0.46,68,0,5.14,US,1701041238
509,nizhneangarsk,55.7833,109.55,-15.55,78,98,3.58,RU,1701041238
510,swan hill,-35.3378,143.5544,19.81,52,0,2.96,AU,1701041239
511,cestos city,5.46,-9.5828,26.56,82,27,2.81,LR,1701041239
512,saint-junien,45.8833,0.9,3.8,71,100,1.07,FR,1701041239
513,daru,-9.0763,143.2092,28.96,70,99,3.79,PG,1701041239
514,angaur state,6.906,134.13,28.83,77,97,6.8,PW,1701041239
515,westport,41.1415,-73.3579,10.6,84,100,6.69,US,1701041240
516,forster,-32.1667,152.5167,29.6,49,0,2.85,AU,1701041240
517,cockburn town,21.4612,-71.1419,26.98,65,20,4.12,TC,1701041240
518,chemax,20.65,-87.9333,25.87,86,87,1.6,MX,1701041240
519,ciudad madero,22.2667,-97.8333,24.11,78,100,8.17,MX,1701041241
520,houlton,46.1262,-67.8403,-2.38,82,75,0.0,US,1701041241
521,pamandzi,-12.7967,45.2794,25.88,83,0,2.06,YT,1701041241
522,soata,6.3337,-72.6828,17.1,81,88,1.61,CO,1701041241
523,puerto deseado,-47.7503,-65.8938,9.42,52,2,3.87,AR,1701041241
524,hasaki,35.7333,140.8333,9.05,73,22,2.2,JP,1701041242
525,ust'-uda,54.1742,103.0304,-20.15,99,43,0.95,RU,1701041242
526,praia da vitoria,38.7333,-27.0667,19.14,100,40,8.11,PT,1701041242
527,nizhneudinsk,54.9076,99.0276,-17.74,98,56,1.07,RU,1701041242
528,hamamatsu,34.7,137.7333,12.74,82,0,0.89,JP,1701041243
529,ust'-ilimsk,58.0006,102.6619,-20.95,95,77,1.26,RU,1701041243
530,mumford,5.2618,-0.759,24.48,91,100,2.53,GH,1701041243
531,turpan,42.9333,89.1667,2.79,41,22,0.92,CN,1701041243
532,bulungu,-4.55,18.6,21.24,96,100,0.76,CD,1701041244
533,mount darwin,-16.7725,31.5838,24.24,51,50,2.75,ZW,1701041244
534,sol'tsy,58.1239,30.3238,-6.71,97,92,1.9,RU,1701041244
535,quellon,-43.1167,-73.6167,11.11,70,100,3.07,CL,1701041245
536,ulsteinvik,62.3432,5.8487,2.09,75,6,2.68,NO,1701041245
537,enriquillo,17.9,-71.2333,26.82,88,63,4.09,DO,1701041245
538,naryn,41.4287,75.9911,-4.3,60,77,4.87,KG,1701041245
539,homer,59.6425,-151.5483,3.94,88,100,2.57,US,1701041129
540,howrah,22.5892,88.3103,19.0,88,20,0.0,IN,1701041246
541,labrador city,52.9463,-66.9114,-4.05,80,100,2.57,CA,1701041246
542,chapaev,50.2,51.1667,2.67,72,8,7.39,KZ,1701041246
543,madalena,41.2162,-8.3345,11.42,95,92,0.88,PT,1701041246
544,vershino-darasunskiy,52.35,115.5167,-24.58,94,11,1.7,RU,1701041247
545,aldan,58.6031,125.3894,-25.63,97,100,2.79,RU,1701041247
546,lethem,3.3803,-59.7968,28.64,58,65,2.2,GY,1701041247
547,ulaangom,49.9811,92.0667,-13.37,81,32,2.03,MN,1701041248
548,nieuw amsterdam,5.8833,-55.0833,25.57,92,98,4.35,SR,1701041248
549,usinsk,65.9939,57.5281,-23.68,100,68,1.93,RU,1701041248
550,rawlins,41.7911,-107.2387,-7.06,73,100,6.69,US,1701041248
551,puerto baquerizo moreno,-0.9,-89.6,24.49,79,60,4.95,EC,1701041249
552,ceerigaabo,10.6162,47.368,14.5,28,45,1.38,SO,1701041249
553,valle de la pascua,9.2155,-66.0073,25.64,76,81,2.96,VE,1701041249
554,minas de marcona,-15.2119,-75.1103,16.9,71,28,5.69,PE,1701041250
555,mogok,22.9167,96.5,12.95,86,8,1.07,MM,1701041250
556,lubao,14.9167,120.55,25.84,82,94,1.78,PH,1701041250
557,bratsk,56.1325,101.6142,-22.59,97,61,1.13,RU,1701041250
558,arauquita,7.0292,-71.4281,23.72,94,100,0.9,CO,1701041251
559,karsava,56.7841,27.6883,-8.2,99,95,2.48,LV,1701041251
560,miri,4.4148,114.0089,25.08,94,40,1.54,MY,1701041251
561,urengoy,65.9667,78.3667,-17.83,98,82,3.7,RU,1701041251
562,teknaf,20.8624,92.3058,21.33,85,14,1.81,BD,1701041252
563,ilhabela,-23.7781,-45.3581,21.95,84,100,4.48,BR,1701041252
564,al bawiti,28.3492,28.8659,15.76,55,2,4.07,EG,1701041252
565,kurgan,55.45,65.3333,1.54,98,100,5.36,RU,1701041252
566,santo domingo,18.5001,-69.9886,27.82,83,40,0.0,DO,1701041095
567,tommot,58.9564,126.2925,-22.35,93,100,4.89,RU,1701041253
568,noosa heads,-26.3833,153.15,27.28,70,97,2.68,AU,1701041253
569,paradip garh,20.3167,86.6167,20.25,71,77,3.53,IN,1701041253
570,maymana,35.9214,64.7836,15.14,41,100,1.44,AF,1701041254
571,malacca,2.196,102.2405,24.46,95,40,1.03,MY,1701041254
572,souillac,-20.5167,57.5167,24.21,88,75,1.54,MU,1701041254
573,muborak,39.2553,65.1528,16.18,21,100,6.07,UZ,1701041254
574,kolonia town,6.964,158.206,29.0,84,100,3.09,FM,1701041255
575,yuzhno-kurilsk,44.0306,145.8556,-0.35,78,27,0.68,RU,1701041255
576,prado,-17.3411,-39.2208,24.33,75,54,4.61,BR,1701041232
577,bonthe,7.5264,-12.505,26.03,81,3,1.42,SL,1701041255
578,tinajo,29.0788,-13.7081,17.49,68,20,3.09,ES,1701041256
579,vanino,49.0869,140.2543,-13.93,55,41,4.01,RU,1701041256
580,businga,3.3333,20.8833,20.62,95,95,0.68,CD,1701041256
581,manismata,-2.4667,111.0333,23.33,98,100,0.98,ID,1701041256
582,myanaung,18.2833,95.3167,20.74,80,96,4.31,MM,1701041257
583,satte,36.0667,139.7167,12.18,47,0,0.92,JP,1701041257
584,lamu,-2.2717,40.902,24.12,83,98,2.64,KE,1701041257
585,santa elena de uairen,4.6167,-61.1333,20.86,86,97,1.19,VE,1701041257
586,porvoo,60.3923,25.6651,-10.72,78,85,3.04,FI,1701041258
587,childress,34.4264,-100.204,9.14,40,0,4.12,US,1701041258
588,dryden,49.7833,-92.7503,-10.84,79,100,4.63,CA,1701041258
589,camapua,-19.5314,-54.0439,24.15,85,68,3.52,BR,1701041258
590,polyarnyy,69.1989,33.4478,-14.37,88,30,2.73,RU,1701041259
591,amahai,-3.3333,128.9167,26.65,82,100,0.71,ID,1701041259
592,hirara,24.8,125.2833,23.92,73,75,5.66,JP,1701041259
593,izazi,-7.2,35.7333,23.62,64,47,1.49,TZ,1701041259
594,akhmet'a,42.0311,45.2075,13.29,59,80,1.15,GE,1701041260
595,la junta,37.985,-103.5438,6.16,28,0,2.57,US,1701041260
596,staraya mayna,54.6,48.95,1.06,86,57,5.53,RU,1701041260
597,birao,10.2849,22.7882,27.28,25,61,1.75,CF,1701041260
598,tarfaya,27.9358,-12.9218,18.65,73,5,4.88,MA,1701041260
599,harar,9.3094,42.1258,12.87,39,23,2.47,ET,1701041261
600,ancud,-41.8697,-73.8203,13.57,81,100,0.92,CL,1701041261
601,viedma,-40.8135,-62.9967,15.78,46,94,7.02,AR,1701041261
602,hillvue,-31.1244,150.915,25.95,57,1,3.09,AU,1701041262
603,as sulayyil,20.4607,45.5779,21.14,43,10,1.97,SA,1701041262
604,extrema,-22.8547,-46.3183,17.94,96,96,1.71,BR,1701041262
